,Brand,Model Name,Display Size,Operating System,Picture Quality,Smart Tv,Sound Technology,Refresh Rate,Screen Type,Connectivity,Price
150,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
151,Hisense,55A6K,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
152,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
153,KODAK,65CAPRO5099,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹42,999"
154,Acer,AR55GR2851UDPRO,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos,60 Hz,LED,3 HDMI | 2 USB,"₹33,999"
155,SAMSUNG,QA65LS03TAKXXL,163 cm (65 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,120 Hz,QLED,4 HDMI | 2 USB,"₹2,20,900"
156,SAMSUNG,QA55QE1CAKLXL,138 cm (55 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹61,990"
157,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
158,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
159,Blaupunkt,65CSA7030,164 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby MS 12 and DTS Trusurround,60 Hz,LED,3 HDMI | 2 USB,"₹44,499"
160,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
161,Hisense,55U7H,139 cm (55 inch),VIDAA,"Ultra HD (4K), 3840 x 2160",Yes,NA,120 Hz,QLED,4 HDMI | 2 USB,"₹55,999"
162,Hisense,50A6H,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Atmos, Dolby Audio, Multi Channel Surround Sound, Stereo Speaker",60 Hz,LED,3 HDMI | 2 USB,"₹59,999"
163,SONY,KD-43X70L,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 (Rear) HDMI | 1 USB,"₹43,519"
164,InnoQ,IN32-FSPRO,80 cm (32 inch),Android Based,"HD Ready, 1366 x 768",Yes,Powered By Thunder Audio,60 Hz,LED,1 Rear HDMI | 2 USB,"₹8,390"
165,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
166,Mi,L43M8-5XIN,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
167,SAMSUNG,UA32T4010ARXXL,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 HDMI | 1 USB,"₹15,940"
168,InnoQ,IN40-BSPRO,100 cm (40 inch),Android Based,"Full HD, 1920 x 1080",Yes,Powered By Thunder Audio,60 Hz,LED,1 Rear HDMI | 2 USB,"₹13,290"
169,KODAK,75MT5044,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹98,888"
170,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
171,OnePlus,32HA0A00,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,"Dolby Digital Plus, DTS-HD",60 Hz,LED,2 HDMI | 2 USB,"₹10,999"
172,ONIDA,32HIT,80 cm (32 inch),Android,"HD Ready, 1366 x 768",Yes,NA,60 Hz,LED,2 HDMI | 2 USB,"₹11,990"
173,Sansui,JSW65ASUHDFF,165 cm (65 inch),NA,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹49,490"
174,MarQ,32HDNDQEE1B,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,499"
175,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
176,MarQ,32HDGDQBSXP,80 cm (32 inch),Google TV,"HD Ready, 1366 x 768",Yes,"Dolby Digital, Dolby Digital Plus",60 Hz,LED,3 HDMI | 2 USB,"₹9,999"
177,BeethoSOL,ATVBG24HDEK,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,789"
178,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
179,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
180,SAMSUNG,UA32T4010ARXXL,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 HDMI | 1 USB,"₹13,990"
181,MarQ,32HDNDMSVAB,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,No,60 Hz,LED,2 Rear HDMI | 2 USB,"₹7,999"
182,Thomson,50OPMAX9077,126 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby MS 12, DTS Trusurround",60 Hz,LED,3 HDMI | 2 USB,"₹25,999"
183,Blaupunkt,55CSA7090,139 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio,60 Hz,LED,3 HDMI | 2 USB,"₹32,999"
184,Dyanora,DY-LD24H0N,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,Surround,60 Hz,LED,1 Rear HDMI | 1 USB,"₹5,799"
185,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
186,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
187,OnePlus,40FA1A00/40FA1A00_V1,100 cm (40 inch),Android,"Full HD, 1920 x 1080",Yes,Dolby Audio,60 Hz,LED,2 HDMI | 2 USB,"₹19,999"
188,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
189,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
190,Coocaa,43Z72,108 cm (43 inch),Google TV,"Full HD, 1920 x 1080",Yes,"Dolby Audio, Multi Channel True Surround Sound",60 Hz,LED,2 HDMI | 2 USB,"₹17,999"
191,Hisense,50A6H,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Atmos, Dolby Audio, Multi Channel Surround Sound, Stereo Speaker",60 Hz,LED,3 HDMI | 2 USB,"₹30,499"
192,SAMSUNG,UA50CUE60AKLXL,125 cm (50 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 HDMI | 1 USB,"₹41,990"
193,KODAK,43UHDX7XPROBL,108 cm (43 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹20,999"
194,KODAK,65CAPRO5099,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹42,999"
195,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
196,Mi,L55M7-A2IN,138 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹36,990"
197,Sansui,JSW50GSUHD,127 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio,60 Hz,LED,3 HDMI | 2 USB,"₹26,999"
198,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
199,Thomson,Q65H1100,164 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹43,999"
200,MOTOROLA,65UHDGDMBSXP,165 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Digital, Dolby Digital Plus",60 Hz,LED,3 HDMI | 2 USB,"₹39,999"
201,Acer,AR55GR2851UDPRO,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos,60 Hz,LED,3 HDMI | 2 USB,"₹33,999"
202,Acer,AR50GR2851UDPRO,127 cm (50 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos,60 Hz,LED,3 HDMI | 2 USB,"₹29,999"
203,MarQ,32HDGDQBSXP,80 cm (32 inch),Google TV,"HD Ready, 1366 x 768",Yes,"Dolby Digital, Dolby Digital Plus",60 Hz,LED,3 HDMI | 2 USB,"₹9,999"
204,Thomson,Q55H1001,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹31,999"
205,XElectron,24STV,60 cm (24 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,1 Rear HDMI | 2 USB,"₹5,499"
206,Thomson,65 OATHPRO 2020,164 cm (65 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,LED,3 HDMI | 2 USB,"₹50,499"
207,Thomson,Q50H1000,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Atmos,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹28,999"
208,Blaupunkt,75QD7040,189 cm (75 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹99,999"
209,KODAK,55CAPROGT5014,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,LED,3 (Rear) HDMI | 2 (Rear) USB,"₹28,999"
210,SAMSUNG,UA65CUE70AKLXL,163 cm (65 inch),Tizen,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,3 (Rear) HDMI | 1 (Rear) USB,"₹65,990"
211,SENS,SENS50WASUHD,127 cm (50 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio,60 Hz,LED,3 HDMI | 2 USB,"₹24,999"
212,XElectron,32STV,80 cm (32 inch),NA,"HD Ready, 1366 x 768",No,NA,60 Hz,LED,2 Rear HDMI | 2 USB,"₹6,999"
213,Dyanora,DY-LD32H4S,80 cm (32 Inch),Linux,"HD Ready, 1366 x 768",Yes,Surround,60 Hz,LED,2 (Rear) HDMI | 2 USB,"₹8,399"
214,Mi,L40M6-EI,100 cm (40 inch),Android,"Full HD, 1920 x 1080",Yes,DTS-HD,60 Hz,LED,3 HDMI | 2 USB,"₹29,999"
215,Coocaa,55S6G Pro,138 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,"Dolby Digital, DTS Trusurround",60 Hz,LED,3 HDMI | 2 USB,"₹30,999"
216,KODAK,55MT5022,139 cm (55 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 Rear HDMI | 2 USB,"₹32,999"
217,Hisense,50A6K,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹29,999"
218,Sansui,JSW65GSQLED,165 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,QLED,3 HDMI | 2 USB,"₹54,830"
219,KODAK,55CA0909,139 cm (55 inch),Android,"Ultra HD (4K), 3840 x 2160",Yes,Dolby Audio,60 Hz,LED,"3 HDMI | 2 USB Ports, USB 2.0 USB","₹27,999"
220,SONY,KD-65X82L,163.9 cm (65 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,50 Hz,LED,4 (Rear) HDMI | 2 USB,"₹97,990"
221,Thomson,Q43H1110,108 cm (43 inch),Google TV,"Ultra HD (4K), 3840 × 2160",Yes,Dolby Atmos and DTS TruSurround,60 Hz,QLED,3 (Rear) HDMI | 2 (Rear) USB,"₹20,999"
222,KODAK,50CAPROGT5012,126 cm (50 inch),Google TV,"Ultra HD (4K), 3840 x 2160",Yes,NA,60 Hz,LED,3 HDMI | 2 USB,"₹24,699"
223,InnoQ,IN32-FSPRO,80 cm (32 inch),Android Based,"HD Ready, 1366 x 768",Yes,Powered By Thunder Audio,60 Hz,LED,1 Rear HDMI | 2 USB,"₹8,390"
